"Road vehicle fleet at 31 December by vehicle category and age group"

"Age Group","Type of Vehicle","Country","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"> 10 and = < 20 years","Road tractors","France",,,,,,0,0,0,0,0,0,0,0,,,,,0,0,,,,,27755,23450,23873,23857,21664,20813
"> 10 and = < 20 years","Road tractors","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Germany",,,,,,,17983,17522,20545,20545,19180,17859,17371,16856,10866,10735,10984,11256,11769,11661,9986,10725,12481,15055,17194,18489,16663,16463,17606
"> 10 and = < 20 years","Road tractors","Greece",,14,2,29,90,99,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Hungary",,,15466,15264,14426,11489,10288,11159,9742,9265,9361,7617,7029,13513,13735,9914,10617,11752,13040,14653,10695,13068,14156,15514,17332,20346,22590,23343,23370
"> 10 and = < 20 years","Road tractors","Iceland",148,172,,,167,289,332,371,397,425,464,467,391,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Ireland",,,,,,,,,,,,,,,,,44,205,392,512,518,776,1336,1785,3080,3141,2782,2417,2325
"> 10 and = < 20 years","Road tractors","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Italy",,,,,,,40877,44581,46564,48439,,,,,,46098,49715,54279,57941,60672,61527,66144,72445,79111,85969,92787,92066,93158,93517
"> 10 and = < 20 years","Road tractors","Kazakhstan",,,,,,,,,,3663,4093,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Latvia",,,,3604,4452,5210,5927,6508,7130,7320,7317,7248,7178,7265,7396,7426,7165,3635,3940,4163,4256,4187,4387,4645,5732,5877,5442,5181,5403
"> 10 and = < 20 years","Road tractors","Liechtenstein",,,,,,,,22,17,20,10,10,6,5,7,11,7,9,13,12,12,12,14,10,17,25,24,23,25
"> 10 and = < 20 years","Road tractors","Lithuania",,,,3337,3578,4321,5153,5643,6691,7048,6613,8014,6494,6391,6397,6672,6876,7038,7742,8382,7181,5704,6200,6933,7766,7814,7113,6798,6950
"> 10 and = < 20 years","Road tractors","Luxembourg",,,,,,,224,246,249,239,213,182,175,176,179,180,301,242,201,151,265,285,306,307,334,349,285,266,273
"> 10 and = < 20 years","Road tractors","Malta",,,,,,,,345,955,941,,,930,945,956,919,977,913,881,815,551,547,506,427,415,467,406,385,374
"> 10 and = < 20 years","Road tractors","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,651,789,982,1021,,
"> 10 and = < 20 years","Road tractors","Netherlands",,,,4368,4325,4788,5364,5696,5674,5956,5421,5524,6154,6872,7574,8252,8119,8539,9381,9513,,,7135,7578,9288,9829,11171,10627,9731
"> 10 and = < 20 years","Road tractors","North Macedonia",,,1330,1248,1460,1579,2041,2488,2897,2722,2551,,1821,1599,2010,2020,2011,2024,1715,1972,2012,2479,2529,2706,3196,3408,3172,3064,3217
"> 10 and = < 20 years","Road tractors","Norway",,,,,,,,,,,,1170,1198,1234,1311,1335,1341,1400,1447,1423,,1498,1615,1111,1231,1308,1225,203,241
"> 10 and = < 20 years","Road tractors","Poland",,,,,,,,,,57751,61417,63352,59756,65315,70480,81901,89600,98999,119233,107648,36123,102955,83479,90799,98815,133999,145246,140944,144325
"> 10 and = < 20 years","Road tractors","Portugal",,,,,,15952,17573,19509,,,,,,,,,,15232,15475,12726,9565,12784,13264,14192,16050,17598,20285,15363,14750
"> 10 and = < 20 years","Road tractors","Republic of Moldova",,,,,,,,,,,,,2130,5764,6043,,6144,5977,5991,5889,8468,8216,7994,7969,7578,7618,7323,10404,
"> 10 and = < 20 years","Road tractors","Romania",,,,,,,,,,,,,,,,11972,13115,12527,20944,32647,37508,42651,47182,52940,64708,63050,64400,65403,68307
"> 10 and = < 20 years","Road tractors","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","San Marino",,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Serbia",,,,,,,,,,,,,,4501,4714,4717,4638,10316,11358,11922,12864,12793,,,,,,,
"> 10 and = < 20 years","Road tractors","Slovakia",,,,,,,,834,834,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Slovenia",,,,,1374,1327,1256,1238,1237,817,,,1158,1057,1051,1138,1119,1075,1086,1106,936,879,928,1175,1647,2013,1683,1553,1761
"> 10 and = < 20 years","Road tractors","Spain",17731,18506,20099,18751,20746,24952,30196,35328,38935,44797,,,,35680,36663,38948,42680,47727,52776,56110,,59133,63900,,79047,81488,75051,70668,69015
"> 10 and = < 20 years","Road tractors","Sweden",,,1145,1105,1325,1561,1197,1266,1167,981,799,670,567,628,732,674,709,837,926,938,781,851,929,1027,1109,1306,1418,1355,1307
"> 10 and = < 20 years","Road tractors","Switzerland",,1519,1638,1689,1765,1902,2043,2089,1807,1633,1513,1555,1779,1800,2000,1600,1300,1400,1600,1800,1300,1500,1200,1600,1830,2028,2005,1763,1759
"> 10 and = < 20 years","Road tractors","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Turkiye",,,,,,,,,,,,31904,34552,38132,41738,43490,44698,45717,44306,43507,27956,36137,42927,50559,57602,64369,72572,75682,
"> 10 and = < 20 years","Road tractors","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Ukraine",,,,,,,,31322,,,,,44748,,,52560,,57648,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","United Kingdom",,,,,,132265,134771,133389,132570,135356,141047,151460,158792,6880,7637,10597,9995,10072,9243,,,,10293,11445,12278,12808,,,10774
"> 10 and = < 20 years","Road tractors","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Road tractors","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Albania",,,,,,,,,,,,,,,,,,,,,,,,,77538,88249,107981,180834,221968
"> 20 years","Passenger cars","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Austria",,,,,,,,,,,,,,,,,,,,,217409,229751,242884,260519,281028,296066,314506,343084,370836
"> 20 years","Passenger cars","Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Belgium",,,,,,,,,,,,,,,,,,,,,272458,286923,305072,343414,364446,384038,399946,416598,433485
"> 20 years","Passenger cars","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,293915,262775,,,99899,224997,214393,235458,300930
"> 20 years","Passenger cars","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Croatia",,,,,,,,,,,,,,,,,,,,,,,146595,160562,189724,216004,226655,235663,261960
"> 20 years","Passenger cars","Cyprus",,,,,,,,,,,,,,,,,,,,,39966,44630,52895,62942,70306,79694,89404,96092,104530
"> 20 years","Passenger cars","Czechia",,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
"> 20 years","Passenger cars","Denmark",,,,,,,,,,,,,,,,,,,,,90870,91520,98071,126996,134493,142266,146272,148300,148642
"> 20 years","Passenger cars","Estonia",,,,,,,,,,,,,,,,,,,,,150557,164110,178354,194112,208126,220982,250106,264449,274437
"> 20 years","Passenger cars","Finland",,,,,,,,,,,,,,,,,,,,,604000,642312,689351,747723,807144,875008,953512,1026515,1061936
"> 20 years","Passenger cars","France",,,,,,,,,,,,,,,,,,,,,,,,2434625,2613111,2584969,2551296,2674091,2969491
"> 20 years","Passenger cars","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Germany",,,,,,,,,,,,,,,,,,,,,1984000,2174000,2444000,2764467,3094724,3457650,3851283,4165448,4476364
"> 20 years","Passenger cars","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Hungary",,,,,,,,,,,,,,,,,,,,,393532,343588,346151,428196,469495,507574,570061,656134,747308
"> 20 years","Passenger cars","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,40308
"> 20 years","Passenger cars","Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,49787,49751,53559,
"> 20 years","Passenger cars","Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,,83544,,
"> 20 years","Passenger cars","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Latvia",,,,,,,,,,,,,,,,,,,,,,143386,149619,133870,138064,142983,152360,161088,166723
"> 20 years","Passenger cars","Liechtenstein",,,,,,,,,,,,,,,,,,,,,1270,1470,1530,1670,1774,1862,2003,2268,2428
"> 20 years","Passenger cars","Lithuania",,,,,,,,,,,,,,,,,,,,,730640,215578,225051,247352,254236,291419,338325,387680,427687
"> 20 years","Passenger cars","Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,16544,18153,19912,21443,22904
"> 20 years","Passenger cars","Malta",,,,,,,,,,,,,,,,,,,,,42591,45606,49063,64393,59367,62551,65738,72105,78169
"> 20 years","Passenger cars","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,50215,50097,49884,49287,48977,56708
"> 20 years","Passenger cars","Netherlands",,,,,,,,,,,,,,,,,,,,,420359,412571,422042,440719,468559,450607,550493,630177,621519
"> 20 years","Passenger cars","North Macedonia",,,,,,,,,,,,,,,,,,,,,66476,,,,,,,,
"> 20 years","Passenger cars","Norway",,,,,,,,,,,,,,,,,,,,,,,,191250,197489,204585,219160,302128,293172
"> 20 years","Passenger cars","Poland",,,,,,,,,,,,,,,,,,,,,13659314,6261966,6776213,7300637,7918655,8559563,9229667,10045849,10691214
"> 20 years","Passenger cars","Portugal",,,,,,,,,,,,,,,,,,,,,506165,651369,707336,800794,928731,902735,1061418,1208302,1363464
"> 20 years","Passenger cars","Republic of Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Romania",,,,,,,,,,,,,,,,,,,,,,,,,,1378325,1522472,1766379,2150689
"> 20 years","Passenger cars","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","San Marino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Slovenia",,,,,,,,,,,,,,,,,,,,,31935,34973,41235,48880,56607,68533,84997,95280,103828
"> 20 years","Passenger cars","Spain",,,,,,,,,,,,,,,,,,,,,,3235223,3370431,3554555,3801094,4114387,4515109,4955063,5410780
"> 20 years","Passenger cars","Sweden",,,,,,,,,,,,,,,,,,,,,316313,312593,308048,312886,320521,341018,374660,441136,477247
"> 20 years","Passenger cars","Switzerland",,,,,,,,,,,,,,,,,,,,,224000,201000,208000,222700,247485,266631,291308,320938,351972
"> 20 years","Passenger cars","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Turkiye",,,,,,,,,,,,,,,,,,,,,2025799,2339463,2536523,2759406,3026888,3230020,3219806,3600261,
"> 20 years","Passenger cars","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,539594,572233,617953,692318,,,977547
"> 20 years","Passenger cars","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Passenger cars","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Albania",,,,,,,,,,,,,,,,,,,,,,,,,2423,2667,2965,3761,4239
"> 20 years","Motor coaches, buses and trolleybuses","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Austria",,,,,,,,,,,,,,,,,,,,,317,318,302,303,288,277,272,271,260
"> 20 years","Motor coaches, buses and trolleybuses","Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Belgium",,,,,,,,,,,,,,,,,,,,,1266,1299,1342,1485,1454,1490,1446,1401,1404
"> 20 years","Motor coaches, buses and trolleybuses","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,1032,,916,745,842
"> 20 years","Motor coaches, buses and trolleybuses","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Croatia",,,,,,,,,,,,,,,,,,,,,,,413,381,446,503,451,409,425
"> 20 years","Motor coaches, buses and trolleybuses","Cyprus",,,,,,,,,,,,,,,,,,,,,1026,536,578,646,701,768,813,708,798
"> 20 years","Motor coaches, buses and trolleybuses","Czechia",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Denmark",,,,,,,,,,,,,,,,,,,,,987,1346,1374,1576,1592,1596,1698,1798,1910
"> 20 years","Motor coaches, buses and trolleybuses","Estonia",,,,,,,,,,,,,,,,,,,,,1149,1203,1194,1248,1263,1322,1341,1544,1604
"> 20 years","Motor coaches, buses and trolleybuses","Finland",,,,,,,,,,,,,,,,,,,,,3441,3683,3995,4411,4856,5319,5886,6350,6664
"> 20 years","Motor coaches, buses and trolleybuses","France",,,,,,,,,,,,,,,,,,,,,,,,554,232,228,250,326,529
"> 20 years","Motor coaches, buses and trolleybuses","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Germany",,,,,,,,,,,,,,,,,,,,,4104,4119,3962,3792,3593,3496,3424,2973,3047
"> 20 years","Motor coaches, buses and trolleybuses","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Hungary",,,,,,,,,,,,,,,,,,,,,3755,3630,2834,2894,2510,2431,2533,2368,2202
"> 20 years","Motor coaches, buses and trolleybuses","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Israel",,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,2,
"> 20 years","Motor coaches, buses and trolleybuses","Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Latvia",,,,,,,,,,,,,,,,,,,,,,1015,840,900,857,792,829,705,637
"> 20 years","Motor coaches, buses and trolleybuses","Liechtenstein",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0
"> 20 years","Motor coaches, buses and trolleybuses","Lithuania",,,,,,,,,,,,,,,,,,,,,6371,1906,1880,1874,1751,1640,1708,1648,1788
"> 20 years","Motor coaches, buses and trolleybuses","Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,28,29,28,31,30
"> 20 years","Motor coaches, buses and trolleybuses","Malta",,,,,,,,,,,,,,,,,,,,,335,342,354,440,424,428,452,457,452
"> 20 years","Motor coaches, buses and trolleybuses","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,349,334,340,302,,
"> 20 years","Motor coaches, buses and trolleybuses","Netherlands",,,,,,,,,,,,,,,,,,,,,673,,644,662,673,548,667,627,426
"> 20 years","Motor coaches, buses and trolleybuses","North Macedonia",,,,,,,,,,,,,,,,,,,,,576,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Norway",,,,,,,,,,,,,,,,,,,,,,,,2009,1813,1645,1595,1786,1671
"> 20 years","Motor coaches, buses and trolleybuses","Poland",,,,,,,,,,,,,,,,,,,,,,48898,50874,53136,55883,58696,61886,65062,68570
"> 20 years","Motor coaches, buses and trolleybuses","Portugal",,,,,,,,,,,,,,,,,,,,,1780,2194,2188,2289,2513,2381,3416,2453,2768
"> 20 years","Motor coaches, buses and trolleybuses","Republic of Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Romania",,,,,,,,,,,,,,,,,,,,,,,,,,12845,13733,14996,16243
"> 20 years","Motor coaches, buses and trolleybuses","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","San Marino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Slovenia",,,,,,,,,,,,,,,,,,,,,58,57,70,40,58,83,100,92,119
"> 20 years","Motor coaches, buses and trolleybuses","Spain",,,,,,,,,,,,,,,,,,,,,,9694,9904,10295,10764,11267,11712,12061,12502
"> 20 years","Motor coaches, buses and trolleybuses","Sweden",,,,,,,,,,,,,,,,,,,,,184,176,157,149,145,153,148,131,150
"> 20 years","Motor coaches, buses and trolleybuses","Switzerland",,,,,,,,,,,,,,,,,,,,,400,400,300,400,764,813,831,773,810
"> 20 years","Motor coaches, buses and trolleybuses","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Turkiye",,,,,,,,,,,,,,,,,,,,,101995,105707,108610,116674,130571,148222,162152,182226,
"> 20 years","Motor coaches, buses and trolleybuses","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Ukraine",,,,,,,,,,,,,,,,,,,,,2125,1782,1620,1661,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,10528,11032,11538,12200,,,12557
"> 20 years","Motor coaches, buses and trolleybuses","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Motor coaches, buses and trolleybuses","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Albania",,,,,,,,,,,,,,,,,,,,,,,,,,,,2755,2832
"> 20 years","Light goods road vehicles","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Austria",,,,,,,,,,,,,,,,,,,,,14525,14713,14871,15432,16282,17010,17688,18806,20265
"> 20 years","Light goods road vehicles","Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,9940,10837,11312,11333,12280
"> 20 years","Light goods road vehicles","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Croatia",,,,,,,,,,,,,,,,,,,,,,,8119,9043,10408,12557,13816,14933,16620
"> 20 years","Light goods road vehicles","Cyprus",,,,,,,,,,,,,,,,,,,,,22703,23735,26790,29616,31652,34844,37677,40148,43535
"> 20 years","Light goods road vehicles","Czechia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Denmark",,,,,,,,,,,,,,,,,,,,,10103,9740,9730,14610,17174,17706,16932,16664,16303
"> 20 years","Light goods road vehicles","Estonia",,,,,,,,,,,,,,,,,,,,,10296,10957,11876,13093,14905,16643,17135,20800,22322
"> 20 years","Light goods road vehicles","Finland",,,,,,,,,,,,,,,,,,,,,109969,112759,118735,127927,140095,155103,170472,186039,196310
"> 20 years","Light goods road vehicles","France",,,,,,,,,,,,,,,,,,,,,,,,585110,547868,537326,491936,484337,524903
"> 20 years","Light goods road vehicles","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Hungary",,,,,,,,,,,,,,,,,,,,,23237,25832,22789,30431,35501,43564,55151,68983,84417
"> 20 years","Light goods road vehicles","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110
"> 20 years","Light goods road vehicles","Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Israel",,,,,,,,,,,,,,,,,,,,,,,,,17705,18159,19137,20556,
"> 20 years","Light goods road vehicles","Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Latvia",,,,,,,,,,,,,,,,,,,,,,5357,5874,5409,6017,6510,7132,7949,8539
"> 20 years","Light goods road vehicles","Liechtenstein",,,,,,,,,,,,,,,,,,,,,171,170,156,164,175,194,192,216,236
"> 20 years","Light goods road vehicles","Lithuania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,,821,933,996,1078,1175
"> 20 years","Light goods road vehicles","Malta",,,,,,,,,,,,,,,,,,,,,11910,12614,13178,15798,15161,16183,16819,17239,17391
"> 20 years","Light goods road vehicles","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,2002,2211,2451,2571,,
"> 20 years","Light goods road vehicles","Netherlands",,,,,,,,,,,,,,,,,,,,,35704,,30709,31368,33628,32507,41699,47221,43589
"> 20 years","Light goods road vehicles","North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 20 years","Light goods road vehicles","Norway",,,,,,,,,,,,,,,,,,,,,,,,24967,25760,27183,28740,35111,33054
"> 20 years","Light goods road vehicles","Poland",,,,,,,,,,,,,,,,,,,,,838287,699842,745849,945243,865877,936662,1016260,1105604,1189145
"> 20 years","Light goods road vehicles","Portugal",,,,,,,,,,,,,,,,,,,,,209286,280332,282831,306955,347759,344585,449572,431094,484002
"> 20 years","Light goods road vehicles","Republic of Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
